congress,chamber,icpsr,st,dist,namelast,CD
114,H,21100,IN,3,STUTZMAN,IN-3
114,H,21131,IN,4,ROKITA,IN-4
114,H,21132,IN,8,BUCSHON,IN-8
114,H,21133,IN,9,YOUNG,IN-9
114,H,21330,IN,2,WALORSKI,IN-2
114,H,21331,IN,5,BROOKS,IN-5
114,H,21332,IN,6,MESSER,IN-6
114,H,20325,IA,4,KING,IA-4
114,H,20720,IA,2,LOEBSACK,IA-2
114,H,21520,IA,1,BLUM,IA-1
114,H,21521,IA,3,YOUNG,IA-3
114,H,20915,KS,2,JENKINS,KS-2
114,H,21134,KS,1,HUELSKAMP,KS-1
114,H,21135,KS,3,YODER,KS-3
114,H,21136,KS,4,POMPEO,KS-4
114,H,14854,KY,5,ROGERS,KY-5
114,H,20723,KY,3,YARMUTH,KY-3
114,H,20916,KY,2,GUTHRIE,KY-2
114,H,21333,KY,6,BARR,KY-6
114,H,21565,KY,1,COMER,KY-1
114,H,29525,KY,1,WHITFIELD,KY-1
114,H,31102,KY,4,MASSIE,KY-4
114,H,20514,LA,3,BOUSTANY,LA-3
114,H,20759,LA,1,SCALISE,LA-1
114,H,20918,LA,4,FLEMING,LA-4
114,H,21137,LA,2,RICHMOND,LA-2
114,H,21522,LA,5,ABRAHAM,LA-5
114,H,21523,LA,6,GRAVES,LA-6
114,H,20920,ME,1,PINGREE,ME-1
114,H,21524,ME,2,POLIQUIN,ME-2
114,H,14873,MD,5,HOYER,MD-5
114,H,20329,MD,2,RUPPERSBERGER,MD-2
114,H,20330,MD,8,VAN HOLLEN,MD-8
114,H,20724,MD,3,SARBANES,MD-3
114,H,20763,MD,4,EDWARDS,MD-4
114,H,21139,MD,1,HARRIS,MD-1
114,H,21334,MD,6,DELANEY,MD-6
114,H,29587,MD,7,CUMMINGS,MD-7
114,H,15616,MA,1,NEAL,MA-1
114,H,20119,MA,8,LYNCH,MA-8
114,H,20754,MA,3,TSONGAS,MA-3
114,H,21140,MA,9,KEATING,MA-9
114,H,21335,MA,4,KENNEDY,MA-4
114,H,21375,MA,5,CLARK,MA-5
114,H,21525,MA,6,MOULTON,MA-6
114,H,29729,MA,2,MCGOVERN,MA-2
114,H,29919,MA,7,CAPUANO,MA-7
114,H,10713,MI,13,CONYERS,MI-13
114,H,15033,MI,9,LEVIN,MI-9
114,H,15446,MI,6,UPTON,MI-6
114,H,20331,MI,10,MILLER,MI-10
114,H,20725,MI,7,WALBERG,MI-7
114,H,21141,MI,1,BENISHEK,MI-1
114,H,21142,MI,2,HUIZENGA,MI-2
114,H,21143,MI,3,AMASH,MI-3
114,H,21372,MI,5,KILDEE,MI-5
114,H,21526,MI,4,MOOLENAAR,MI-4
114,H,21527,MI,8,BISHOP,MI-8
114,H,21528,MI,11,TROTT,MI-11
114,H,21529,MI,12,DINGELL,MI-12
114,H,21530,MI,14,LAWRENCE,MI-14
114,H,14263,MN,8,NOLAN,MN-8
114,H,20122,MN,4,MCCOLLUM,MN-4
114,H,20333,MN,2,KLINE,MN-2
114,H,20726,MN,1,WALZ,MN-1
114,H,20727,MN,5,ELLISON,MN-5
114,H,20924,MN,3,PAULSEN,MN-3
114,H,21531,MN,6,EMMER,MN-6
114,H,29127,MN,7,PETERSON,MN-7
114,H,20925,MS,3,HARPER,MS-3
114,H,21147,MS,1,NUNNELEE,MS-1
114,H,21148,MS,4,PALAZZO,MS-4
114,H,21561,MS,1,KELLY,MS-1
114,H,29368,MS,2,THOMPSON,MS-2
114,H,20124,MO,6,GRAVES,MO-6
114,H,20147,MO,1,CLAY,MO-1
114,H,20517,MO,5,CLEAVER,MO-5
114,H,20926,MO,3,LUETKEMEYER,MO-3
114,H,21149,MO,4,HARTZLER,MO-4
114,H,21150,MO,7,LONG,MO-7
114,H,21337,MO,2,WAGNER,MO-2
114,H,21373,MO,8,SMITH,MO-8
114,H,21532,MT,1,ZINKE,MT-1
114,H,20518,NE,1,FORTENBERRY,NE-1
114,H,20729,NE,3,SMITH,NE-3
114,H,21533,NE,2,ASHFORD,NE-2
114,H,20927,NV,1,TITUS,NV-1
114,H,21151,NV,3,HECK,NV-3
114,H,21196,NV,2,AMODEI,NV-2
114,H,21534,NV,4,HARDY,NV-4
114,H,21340,NH,2,KUSTER,NH-2
114,H,21535,NH,1,GUINTA,NH-1
114,H,14863,NJ,4,SMITH,NJ-4
114,H,15454,NJ,6,PALLONE,NJ-6
114,H,20336,NJ,5,GARRETT,NJ-5
114,H,20542,NJ,8,SIRES,NJ-8
114,H,20929,NJ,7,LANCE,NJ-7
114,H,21536,NJ,1,NORCROSS,NJ-1
114,H,21537,NJ,3,MACARTHUR,NJ-3
114,H,21538,NJ,12,WATSON COLEMAN,NJ-12
114,H,29539,NJ,2,LOBIONDO,NJ-2
114,H,29541,NJ,11,FRELINGHUYSEN,NJ-11
114,H,29741,NJ,9,PASCRELL,NJ-9
114,H,31103,NJ,10,PAYNE,NJ-10
114,H,20337,NM,2,PEARCE,NM-2
114,H,20932,NM,3,LUJÁN,NM-3
114,H,21341,NM,1,LUJAN GRISHAM,NM-1
114,H,13035,NY,13,RANGEL,NY-13
114,H,15444,NY,25,SLAUGHTER,NY-25
114,H,15603,NY,16,ENGEL,NY-16
114,H,15612,NY,17,LOWEY,NY-17
114,H,20129,NY,3,ISRAEL,NY-3
114,H,20519,NY,26,HIGGINS,NY-26
114,H,20733,NY,9,CLARKE,NY-9
114,H,20934,NY,20,TONKO,NY-20
114,H,21101,NY,23,REED,NY-23
114,H,21156,NY,19,GIBSON,NY-19
114,H,21157,NY,22,HANNA,NY-22
114,H,21342,NY,6,MENG,NY-6
114,H,21343,NY,8,JEFFRIES,NY-8
114,H,21344,NY,18,MALONEY,NY-18
114,H,21345,NY,27,COLLINS,NY-27
114,H,21539,NY,1,ZELDIN,NY-1
114,H,21540,NY,4,RICE,NY-4
114,H,21541,NY,21,STEFANIK,NY-21
114,H,21542,NY,24,KATKO,NY-24
114,H,21560,NY,11,DONOVAN,NY-11
114,H,29134,NY,15,SERRANO,NY-15
114,H,29375,NY,2,KING,NY-2
114,H,29377,NY,10,NADLER,NY-10
114,H,29378,NY,7,VELÁZQUEZ,NY-7
114,H,29379,NY,12,MALONEY,NY-12
114,H,29776,NY,5,MEEKS,NY-5
114,H,29925,NY,14,CROWLEY,NY-14
114,H,15438,NC,4,PRICE,NC-4
114,H,20340,NC,1,BUTTERFIELD,NC-1
114,H,20521,NC,5,FOXX,NC-5
114,H,20522,NC,10,MCHENRY,NC-10
114,H,21159,NC,2,ELLMERS,NC-2
114,H,21346,NC,8,HUDSON,NC-8
114,H,21347,NC,9,PITTENGER,NC-9
114,H,21348,NC,11,MEADOWS,NC-11
114,H,21349,NC,13,HOLDING,NC-13
114,H,21543,NC,6,WALKER,NC-6
114,H,21544,NC,7,ROUZER,NC-7
114,H,21545,NC,12,ADAMS,NC-12
114,H,29546,NC,3,JONES,NC-3
114,H,21350,ND,1,CRAMER,ND-1
114,H,15029,OH,9,KAPTUR,OH-9
114,H,20130,OH,12,TIBERI,OH-12
114,H,20342,OH,10,TURNER,OH-10
114,H,20343,OH,13,RYAN,OH-13
114,H,20738,OH,4,JORDAN,OH-4
114,H,20755,OH,5,LATTA,OH-5
114,H,20941,OH,11,FUDGE,OH-11
114,H,21162,OH,6,JOHNSON,OH-6
114,H,21163,OH,15,STIVERS,OH-15
114,H,21164,OH,16,RENACCI,OH-16
114,H,21165,OH,7,GIBBS,OH-7
114,H,21351,OH,2,WENSTRUP,OH-2
114,H,21352,OH,3,BEATTY,OH-3
114,H,21353,OH,14,JOYCE,OH-14
114,H,21564,OH,8,DAVIDSON,OH-8
114,H,29137,OH,8,BOEHNER,OH-8
114,H,29550,OH,1,CHABOT,OH-1
114,H,20344,OK,4,COLE,OK-4
114,H,21354,OK,1,BRIDENSTINE,OK-1
114,H,21355,OK,2,MULLIN,OK-2
114,H,21546,OK,5,RUSSELL,OK-5
114,H,29393,OK,3,LUCAS,OK-3
114,H,15410,OR,4,DEFAZIO,OR-4
114,H,20944,OR,5,SCHRADER,OR-5
114,H,21198,OR,1,BONAMICI,OR-1
114,H,29588,OR,3,BLUMENAUER,OR-3
114,H,29932,OR,2,WALDEN,OR-2
114,H,20134,PA,9,SHUSTER,PA-9
114,H,20346,PA,18,MURPHY,PA-18
114,H,20524,PA,8,FITZPATRICK,PA-8
114,H,20526,PA,15,DENT,PA-15
114,H,20946,PA,5,THOMPSON,PA-5
114,H,21167,PA,3,KELLY,PA-3
114,H,21168,PA,7,MEEHAN,PA-7
114,H,21170,PA,10,MARINO,PA-10
114,H,21171,PA,11,BARLETTA,PA-11
114,H,21356,PA,4,PERRY,PA-4
114,H,21357,PA,12,ROTHFUS,PA-12
114,H,21358,PA,17,CARTWRIGHT,PA-17
114,H,21547,PA,6,COSTELLO,PA-6
114,H,21548,PA,13,BOYLE,PA-13
114,H,21566,PA,2,EVANS,PA-2
114,H,29559,PA,2,FATTAH,PA-2
114,H,29561,PA,14,DOYLE,PA-14
114,H,29752,PA,16,PITTS,PA-16
114,H,29777,PA,1,BRADY,PA-1
114,H,20136,RI,2,LANGEVIN,RI-2
114,H,21172,RI,1,CICILLINE,RI-1
114,H,20138,SC,2,WILSON,SC-2
114,H,21174,SC,3,DUNCAN,SC-3
114,H,21175,SC,4,GOWDY,SC-4
114,H,21176,SC,5,MULVANEY,SC-5
114,H,21359,SC,7,RICE,SC-7
114,H,29565,SC,1,SANFORD,SC-1
114,H,39301,SC,6,CLYBURN,SC-6
114,H,21177,SD,1,NOEM,SD-1
114,H,15019,TN,5,COOPER,TN-5
114,H,15455,TN,2,DUNCAN,TN-2
114,H,20351,TN,7,BLACKBURN,TN-7
114,H,20748,TN,9,COHEN,TN-9
114,H,20947,TN,1,ROE,TN-1
114,H,21178,TN,3,FLEISCHMANN,TN-3
114,H,21179,TN,4,DESJARLAIS,TN-4
114,H,21180,TN,6,BLACK,TN-6
114,H,21181,TN,8,FINCHER,TN-8
114,H,15085,TX,6,BARTON,TX-6
114,H,15445,TX,21,SMITH,TX-21
114,H,20139,TX,7,CULBERSON,TX-7
114,H,20352,TX,5,HENSARLING,TX-5
114,H,20353,TX,19,NEUGEBAUER,TX-19
114,H,20355,TX,26,BURGESS,TX-26
114,H,20356,TX,31,CARTER,TX-31
114,H,20527,TX,1,GOHMERT,TX-1
114,H,20528,TX,2,POE,TX-2
114,H,20529,TX,9,GREEN,TX-9
114,H,20530,TX,10,MCCAUL,TX-10
114,H,20531,TX,11,CONAWAY,TX-11
114,H,20532,TX,24,MARCHANT,TX-24
114,H,20533,TX,28,CUELLAR,TX-28
114,H,20948,TX,22,OLSON,TX-22
114,H,21182,TX,17,FLORES,TX-17
114,H,21184,TX,27,FARENTHOLD,TX-27
114,H,21360,TX,14,WEBER,TX-14
114,H,21361,TX,16,ROURKE,TX-16
114,H,21362,TX,20,CASTRO,TX-20
114,H,21364,TX,25,WILLIAMS,TX-25
114,H,21365,TX,33,VEASEY,TX-33
114,H,21366,TX,34,VELA,TX-34
114,H,21549,TX,4,RATCLIFFE,TX-4
114,H,21550,TX,23,HURD,TX-23
114,H,21551,TX,36,BABIN,TX-36
114,H,29143,TX,3,JOHNSON,TX-3
114,H,29571,TX,35,DOGGETT,TX-35
114,H,29572,TX,13,THORNBERRY,TX-13
114,H,29573,TX,18,JACKSON LEE,TX-18
114,H,29759,TX,32,SESSIONS,TX-32
114,H,29760,TX,8,BRADY,TX-8
114,H,29762,TX,12,GRANGER,TX-12
114,H,29763,TX,15,HINOJOSA,TX-15
114,H,39304,TX,29,GREEN,TX-29
114,H,39305,TX,30,JOHNSON,TX-30
114,H,20357,UT,1,BISHOP,UT-1
114,H,20949,UT,3,CHAFFETZ,UT-3
114,H,21367,UT,2,STEWART,UT-2
114,H,21552,UT,4,LOVE,UT-4
114,H,20750,VT,1,WELCH,VT-1
114,H,20143,VA,4,FORBES,VA-4
114,H,20756,VA,1,WITTMAN,VA-1
114,H,20952,VA,11,CONNOLLY,VA-11
114,H,21185,VA,2,RIGELL,VA-2
114,H,21186,VA,5,HURT,VA-5
114,H,21191,VA,9,GRIFFITH,VA-9
114,H,21553,VA,7,BRAT,VA-7
114,H,21554,VA,8,BEYER,VA-8
114,H,21555,VA,10,COMSTOCK,VA-10
114,H,39307,VA,3,SCOTT,VA-3
114,H,39308,VA,6,GOODLATTE,VA-6
114,H,15613,WA,7,MCDERMOTT,WA-7
114,H,20145,WA,2,LARSEN,WA-2
114,H,20535,WA,5,MCMORRIS RODGERS,WA-5
114,H,20536,WA,8,REICHERT,WA-8
114,H,21187,WA,3,HERRERA BEUTLER,WA-3
114,H,21368,WA,6,KILMER,WA-6
114,H,21369,WA,10,HECK,WA-10
114,H,21556,WA,4,NEWHOUSE,WA-4
114,H,29768,WA,9,SMITH,WA-9
114,H,31101,WA,1,DELBENE,WA-1
114,H,21188,WV,1,MCKINLEY,WV-1
114,H,21557,WV,2,MOONEY,WV-2
114,H,21558,WV,3,JENKINS,WV-3
114,H,14657,WI,5,SENSENBRENNER,WI-5
114,H,20537,WI,4,MOORE,WI-4
114,H,21189,WI,7,DUFFY,WI-7
114,H,21190,WI,8,RIBBLE,WI-8
114,H,21370,WI,2,POCAN,WI-2
114,H,21559,WI,6,GROTHMAN,WI-6
114,H,29769,WI,3,KIND,WI-3
114,H,29939,WI,1,RYAN,WI-1
114,H,20953,WY,1,LUMMIS,WY-1
115,H,20301,AL,3,ROGERS,AL-3
115,H,21102,AL,7,SEWELL,AL-7
115,H,21192,AL,2,ROBY,AL-2
115,H,21193,AL,5,BROOKS,AL-5
115,H,21376,AL,1,BYRNE,AL-1
115,H,21500,AL,6,PALMER,AL-6
115,H,29701,AL,4,ADERHOLT,AL-4
115,H,14066,AK,1,YOUNG,AK-1
115,H,20304,AZ,8,FRANKS,AZ-8
115,H,20305,AZ,3,GRIJALVA,AZ-3
115,H,21103,AZ,4,GOSAR,AZ-4
115,H,21105,AZ,6,SCHWEIKERT,AZ-6
115,H,21300,AZ,9,SINEMA,AZ-9
115,H,21501,AZ,2,MCSALLY,AZ-2
115,H,21502,AZ,7,GALLEGO,AZ-7
115,H,21705,AZ,5,BIGGS,AZ-5
115,H,21739,AZ,1,HALLERAN,AZ-1
115,H,21757,AZ,8,LESKO,AZ-8
115,H,21106,AR,1,CRAWFORD,AR-1
115,H,21108,AR,3,WOMACK,AR-3
115,H,21503,AR,2,HILL,AR-2
115,H,21563,AR,4,WESTERMAN,AR-4
115,H,15448,CA,12,PELOSI,CA-12
115,H,15621,CA,48,ROHRABACHER,CA-48
115,H,20104,CA,28,SCHIFF,CA-28
115,H,20107,CA,49,ISSA,CA-49
115,H,20108,CA,53,DAVIS,CA-53
115,H,20307,CA,22,NUNES,CA-22
115,H,20310,CA,38,SÁNCHEZ,CA-38
115,H,20501,CA,16,COSTA,CA-16
115,H,20538,CA,6,MATSUI,CA-6
115,H,20702,CA,9,MCNERNEY,CA-9
115,H,20703,CA,23,MCCARTHY,CA-23
115,H,20762,CA,14,SPEIER,CA-14
115,H,20903,CA,4,MCCLINTOCK,CA-4
115,H,20955,CA,27,CHU,CA-27
115,H,20958,CA,3,GARAMENDI,CA-3
115,H,20963,CA,50,HUNTER,CA-50
115,H,21109,CA,10,DENHAM,CA-10
115,H,21110,CA,37,BASS,CA-37
115,H,21302,CA,1,LAMALFA,CA-1
115,H,21303,CA,2,HUFFMAN,CA-2
115,H,21304,CA,7,BERA,CA-7
115,H,21305,CA,8,COOK,CA-8
115,H,21306,CA,15,SWALWELL,CA-15
115,H,21307,CA,21,VALADAO,CA-21
115,H,21308,CA,26,BROWNLEY,CA-26
115,H,21309,CA,29,CÁRDENAS,CA-29
115,H,21311,CA,36,RUIZ,CA-36
115,H,21312,CA,41,TAKANO,CA-41
115,H,21313,CA,47,LOWENTHAL,CA-47
115,H,21314,CA,51,VARGAS,CA-51
115,H,21315,CA,52,PETERS,CA-52
115,H,21504,CA,11,DESAULNIER,CA-11
115,H,21505,CA,25,KNIGHT,CA-25
115,H,21506,CA,31,AGUILAR,CA-31
115,H,21507,CA,33,LIEU,CA-33
115,H,21508,CA,35,TORRES,CA-35
115,H,21509,CA,45,WALTERS,CA-45
115,H,21703,CA,44,BARRAGÁN,CA-44
115,H,21709,CA,24,CARBAJAL,CA-24
115,H,21711,CA,46,CORREA,CA-46
115,H,21728,CA,17,KHANNA,CA-17
115,H,21740,CA,20,PANETTA,CA-20
115,H,21754,CA,34,GOMEZ,CA-34
115,H,29106,CA,43,WATERS,CA-43
115,H,29312,CA,18,ESHOO,CA-18
115,H,29316,CA,34,BECERRA,CA-34
115,H,29317,CA,40,ROYBAL-ALLARD,CA-40
115,H,29321,CA,39,ROYCE,CA-39
115,H,29323,CA,42,CALVERT,CA-42
115,H,29504,CA,19,LOFGREN,CA-19
115,H,29707,CA,30,SHERMAN,CA-30
115,H,29778,CA,13,LEE,CA-13
115,H,29901,CA,5,THOMPSON,CA-5
115,H,29903,CA,32,NAPOLITANO,CA-32
115,H,20704,CO,5,LAMBORN,CO-5
115,H,20705,CO,7,PERLMUTTER,CO-7
115,H,20904,CO,2,POLIS,CO-2
115,H,20906,CO,6,COFFMAN,CO-6
115,H,21111,CO,3,TIPTON,CO-3
115,H,21510,CO,4,BUCK,CO-4
115,H,29710,CO,1,DEGETTE,CO-1
115,H,20706,CT,2,COURTNEY,CT-2
115,H,20907,CT,4,HIMES,CT-4
115,H,21316,CT,5,ESTY,CT-5
115,H,29109,CT,3,DELAURO,CT-3
115,H,29908,CT,1,LARSON,CT-1
115,H,21706,DE,1,BLUNT ROCHESTER,DE-1
115,H,15634,FL,27,ROS-LEHTINEN,FL-27
115,H,20316,FL,25,DIAZ-BALART,FL-25
115,H,20504,FL,23,WASSERMAN SCHULTZ,FL-23
115,H,20708,FL,14,CASTOR,FL-14
115,H,20709,FL,16,BUCHANAN,FL-16
115,H,20758,FL,12,BILIRAKIS,FL-12
115,H,20909,FL,8,POSEY,FL-8
115,H,20910,FL,17,ROONEY,FL-17
115,H,20959,FL,22,DEUTCH,FL-22
115,H,21116,FL,11,WEBSTER,FL-11
115,H,21117,FL,15,ROSS,FL-15
115,H,21118,FL,24,WILSON,FL-24
115,H,21317,FL,3,YOHO,FL-3
115,H,21318,FL,6,DESANTIS,FL-6
115,H,21321,FL,21,FRANKEL,FL-21
115,H,21512,FL,26,CURBELO,FL-26
115,H,21712,FL,13,CRIST,FL-13
115,H,21713,FL,10,DEMINGS,FL-10
115,H,21714,FL,2,DUNN,FL-2
115,H,21719,FL,1,GAETZ,FL-1
115,H,21732,FL,5,LAWSON,FL-5
115,H,21735,FL,18,MAST,FL-18
115,H,21738,FL,7,MURPHY,FL-7
115,H,21742,FL,19,ROONEY,FL-19
115,H,21744,FL,4,RUTHERFORD,FL-4
115,H,21746,FL,9,SOTO,FL-9
115,H,29337,FL,20,HASTINGS,FL-20
115,H,15431,GA,5,LEWIS,GA-5
115,H,20321,GA,13,SCOTT,GA-13
115,H,20505,GA,6,PRICE,GA-6
115,H,20712,GA,4,JOHNSON,GA-4
115,H,20962,GA,14,GRAVES,GA-14
115,H,21122,GA,7,WOODALL,GA-7
115,H,21123,GA,8,SCOTT,GA-8
115,H,21323,GA,9,COLLINS,GA-9
115,H,21513,GA,1,CARTER,GA-1
115,H,21514,GA,10,HICE,GA-10
115,H,21515,GA,11,LOUDERMILK,GA-11
115,H,21516,GA,12,ALLEN,GA-12
115,H,21717,GA,3,FERGUSON,GA-3
115,H,21752,GA,6,HANDEL,GA-6
115,H,29339,GA,2,BISHOP,GA-2
115,H,21124,HI,1,HANABUSA,HI-1
115,H,21324,HI,2,GABBARD,HI-2
115,H,21125,ID,1,LABRADOR,ID-1
115,H,29910,ID,2,SIMPSON,ID-2
115,H,20508,IL,3,LIPINSKI,IL-3
115,H,20715,IL,6,ROSKAM,IL-6
115,H,20749,IL,11,FOSTER,IL-11
115,H,20954,IL,5,QUIGLEY,IL-5
115,H,21128,IL,16,KINZINGER,IL-16
115,H,21129,IL,14,HULTGREN,IL-14
115,H,21326,IL,10,SCHNEIDER,IL-10
115,H,21328,IL,13,DAVIS,IL-13
115,H,21329,IL,17,BUSTOS,IL-17
115,H,21371,IL,2,KELLY,IL-2
115,H,21519,IL,12,BOST,IL-12
115,H,21562,IL,18,LAHOOD,IL-18
115,H,21730,IL,8,KRISHNAMOORTHI,IL-8
115,H,29346,IL,1,RUSH,IL-1
115,H,29348,IL,4,RREZ,IL-4
115,H,29717,IL,7,DAVIS,IL-7
115,H,29718,IL,15,SHIMKUS,IL-15
115,H,29911,IL,9,SCHAKOWSKY,IL-9
115,H,15124,IN,1,VISCLOSKY,IN-1
115,H,20757,IN,7,CARSON,IN-7
115,H,21131,IN,4,ROKITA,IN-4
115,H,21132,IN,8,BUCSHON,IN-8
115,H,21330,IN,2,WALORSKI,IN-2
115,H,21331,IN,5,BROOKS,IN-5
115,H,21332,IN,6,MESSER,IN-6
115,H,21702,IN,3,BANKS,IN-3
115,H,21725,IN,9,HOLLINGSWORTH,IN-9
115,H,20325,IA,4,KING,IA-4
115,H,20720,IA,2,LOEBSACK,IA-2
115,H,21520,IA,1,BLUM,IA-1
115,H,21521,IA,3,YOUNG,IA-3
115,H,20915,KS,2,JENKINS,KS-2
115,H,21135,KS,3,YODER,KS-3
115,H,21136,KS,4,POMPEO,KS-4
115,H,21734,KS,1,MARSHALL,KS-1
115,H,21750,KS,4,ESTES,KS-4
115,H,14854,KY,5,ROGERS,KY-5
115,H,20723,KY,3,YARMUTH,KY-3
115,H,20916,KY,2,GUTHRIE,KY-2
115,H,21333,KY,6,BARR,KY-6
115,H,21565,KY,1,COMER,KY-1
115,H,31102,KY,4,MASSIE,KY-4
115,H,20759,LA,1,SCALISE,LA-1
115,H,21137,LA,2,RICHMOND,LA-2
115,H,21522,LA,5,ABRAHAM,LA-5
115,H,21523,LA,6,GRAVES,LA-6
115,H,21724,LA,3,HIGGINS,LA-3
115,H,21727,LA,4,JOHNSON,LA-4
115,H,20920,ME,1,PINGREE,ME-1
115,H,21524,ME,2,POLIQUIN,ME-2
115,H,14873,MD,5,HOYER,MD-5
115,H,20329,MD,2,RUPPERSBERGER,MD-2
115,H,20724,MD,3,SARBANES,MD-3
115,H,21139,MD,1,HARRIS,MD-1
115,H,21334,MD,6,DELANEY,MD-6
115,H,21707,MD,4,BROWN,MD-4
115,H,21741,MD,8,RASKIN,MD-8
115,H,29587,MD,7,CUMMINGS,MD-7
115,H,15616,MA,1,NEAL,MA-1
115,H,20119,MA,8,LYNCH,MA-8
115,H,20754,MA,3,TSONGAS,MA-3
115,H,21140,MA,9,KEATING,MA-9
115,H,21335,MA,4,KENNEDY,MA-4
115,H,21375,MA,5,CLARK,MA-5
115,H,21525,MA,6,MOULTON,MA-6
115,H,29729,MA,2,MCGOVERN,MA-2
115,H,29919,MA,7,CAPUANO,MA-7
115,H,10713,MI,13,CONYERS,MI-13
115,H,15033,MI,9,LEVIN,MI-9
115,H,15446,MI,6,UPTON,MI-6
115,H,20725,MI,7,WALBERG,MI-7
115,H,21142,MI,2,HUIZENGA,MI-2
115,H,21143,MI,3,AMASH,MI-3
115,H,21372,MI,5,KILDEE,MI-5
115,H,21526,MI,4,MOOLENAAR,MI-4
115,H,21527,MI,8,BISHOP,MI-8
115,H,21528,MI,11,TROTT,MI-11
115,H,21529,MI,12,DINGELL,MI-12
115,H,21530,MI,14,LAWRENCE,MI-14
115,H,21704,MI,1,BERGMAN,MI-1
115,H,21737,MI,10,MITCHELL,MI-10
115,H,21764,MI,13,JONES,MI-13
115,H,14263,MN,8,NOLAN,MN-8
115,H,20122,MN,4,MCCOLLUM,MN-4
115,H,20726,MN,1,WALZ,MN-1
115,H,20727,MN,5,ELLISON,MN-5
115,H,20924,MN,3,PAULSEN,MN-3
115,H,21531,MN,6,EMMER,MN-6
115,H,21733,MN,2,LEWIS,MN-2
115,H,29127,MN,7,PETERSON,MN-7
115,H,20925,MS,3,HARPER,MS-3
115,H,21148,MS,4,PALAZZO,MS-4
115,H,21561,MS,1,KELLY,MS-1
115,H,29368,MS,2,THOMPSON,MS-2
115,H,20124,MO,6,GRAVES,MO-6
115,H,20147,MO,1,CLAY,MO-1
115,H,20517,MO,5,CLEAVER,MO-5
115,H,20926,MO,3,LUETKEMEYER,MO-3
115,H,21149,MO,4,HARTZLER,MO-4
115,H,21150,MO,7,LONG,MO-7
115,H,21337,MO,2,WAGNER,MO-2
115,H,21373,MO,8,SMITH,MO-8
115,H,21532,MT,1,ZINKE,MT-1
115,H,21751,MT,1,GIANFORTE,MT-1
115,H,20518,NE,1,FORTENBERRY,NE-1
115,H,20729,NE,3,SMITH,NE-3
115,H,21701,NE,2,BACON,NE-2
115,H,20927,NV,1,TITUS,NV-1
115,H,21196,NV,2,AMODEI,NV-2
115,H,21729,NV,4,KIHUEN,NV-4
115,H,21743,NV,3,ROSEN,NV-3
115,H,20731,NH,1,SHEA-PORTER,NH-1
115,H,21340,NH,2,KUSTER,NH-2
115,H,14863,NJ,4,SMITH,NJ-4
115,H,15454,NJ,6,PALLONE,NJ-6
115,H,20542,NJ,8,SIRES,NJ-8
115,H,20929,NJ,7,LANCE,NJ-7
115,H,21536,NJ,1,NORCROSS,NJ-1
115,H,21537,NJ,3,MACARTHUR,NJ-3
115,H,21538,NJ,12,WATSON COLEMAN,NJ-12
115,H,21723,NJ,5,GOTTHEIMER,NJ-5
115,H,29539,NJ,2,LOBIONDO,NJ-2
115,H,29541,NJ,11,FRELINGHUYSEN,NJ-11
115,H,29741,NJ,9,PASCRELL,NJ-9
115,H,31103,NJ,10,PAYNE,NJ-10
115,H,20337,NM,2,PEARCE,NM-2
115,H,20932,NM,3,LUJÁN,NM-3
115,H,21341,NM,1,LUJAN GRISHAM,NM-1
115,H,15444,NY,25,SLAUGHTER,NY-25
115,H,15603,NY,16,ENGEL,NY-16
115,H,15612,NY,17,LOWEY,NY-17
115,H,20519,NY,26,HIGGINS,NY-26
115,H,20733,NY,9,CLARKE,NY-9
115,H,20934,NY,20,TONKO,NY-20
115,H,21101,NY,23,REED,NY-23
115,H,21342,NY,6,MENG,NY-6
115,H,21343,NY,8,JEFFRIES,NY-8
115,H,21344,NY,18,MALONEY,NY-18
115,H,21345,NY,27,COLLINS,NY-27
115,H,21539,NY,1,ZELDIN,NY-1
115,H,21540,NY,4,RICE,NY-4
115,H,21541,NY,21,STEFANIK,NY-21
115,H,21542,NY,24,KATKO,NY-24
115,H,21560,NY,11,DONOVAN,NY-11
115,H,21715,NY,13,ESPAILLAT,NY-13
115,H,21716,NY,19,FASO,NY-19
115,H,21747,NY,3,SUOZZI,NY-3
115,H,21749,NY,22,TENNEY,NY-22
115,H,21761,NY,25,MORELLE,NY-25
115,H,29134,NY,15,SERRANO,NY-15
115,H,29375,NY,2,KING,NY-2
115,H,29377,NY,10,NADLER,NY-10
115,H,29378,NY,7,VELÁZQUEZ,NY-7
115,H,29379,NY,12,MALONEY,NY-12
115,H,29776,NY,5,MEEKS,NY-5
115,H,29925,NY,14,CROWLEY,NY-14
115,H,15438,NC,4,PRICE,NC-4
115,H,20340,NC,1,BUTTERFIELD,NC-1
115,H,20521,NC,5,FOXX,NC-5
115,H,20522,NC,10,MCHENRY,NC-10
115,H,21346,NC,8,HUDSON,NC-8
115,H,21347,NC,9,PITTENGER,NC-9
115,H,21348,NC,11,MEADOWS,NC-11
115,H,21349,NC,2,HOLDING,NC-2
115,H,21543,NC,6,WALKER,NC-6
115,H,21544,NC,7,ROUZER,NC-7
115,H,21545,NC,12,ADAMS,NC-12
115,H,21708,NC,13,BUDD,NC-13
115,H,29546,NC,3,JONES,NC-3
115,H,21350,ND,1,CRAMER,ND-1
